"CRASH_ID","DAMAGED_PROPERTY"
15353357,"STREET LIGHT"
15353384,"FENCE"
15353388,"CONCRETE BARRIER"
15353392,"CONSTRUCTION BARRIER"
15353472,"GUARD RAIL AND POSTS"
15353481,"MASTER DOUGHNUT"
15353535,"MANHOLE COVER"
15353535,"CRAPE MYRTLE"
15353558,"STOP SIGN"
15353633,"GUARDRAIL DAMAGE"
15353644,"WHITE VINYLFENCING"
15353661,"CITY SIGN"
15353732,"FIRE HYDRANT"
15353744,"POWER LINE POLE"
15353755,"FENCE LINE AND CONCRETE BARRIER"
15353763,"STOP SIGN"
15353765,"5 DAMAGED WOODEN POSTS"
15353779,"RESIDENCE WALL DEMOLISHED"
15353881,"CATTLE FENCING"
15353922,"RETAINER WALL"
15353962,"BRIDGE LOOP 344 BEAM"
15354084,"POWER POLE"
15354110,"STREET LIGHT POLE"
15354151,"TREE UPROOTED"
15354191,"BLACK CHAIN LINK FENCE"
15354230,"RED FIRE HYDRANT IN THE DITCH"
15354246,"CITY OF PEARLAND SIGN"
15354359,"RESIDENCE LOCATED 636 PEACH LN"
15354359,"PORTAL TOILET"
15354388,"STOP SIGN"
15354388,"VERIZON JUNCTION BOX"
15354480,"MAILBOX"
15354480,"STREET SIGNS"
15354588,"STREET LIGHT POLE"
15354595,"POWERLINE POLE"
15354595,"FENCE"
15354595,"DUMPSTER"
15354639,"YELLOW CONTRETE POLE"
15354697,"UTILITY POLE / TRANSFORMER"
15354697,"MAILBOX"
15354697,"MAILBOX"
15354697,"FENCE"
15354737,"FENCE"
15354740,"GUARD RAIL"
15354786,"METAL FENCING"
15354788,"BARBED WIRE FENCE AND POSTS"
15354792,"GUARD RAIL MISPLACED"
15354856,"BLACK WI-FI POLE"
15354871,"MAIL BOX"
15354871,"MAIL BOX"
15354871,"MAIL BOX"
15354871,"MAIL BOX"
15354871,"ELECTRICITY POLE"
15354873,"ROAD SIGN"
15354889,"CHAIN LINKED GATE"
15354889,"CHAIN LINKED FENCE"
15354889,"CHAIN LINKED GATE"
15354902,"BARBED WIRE FENCE DAMAGED"
15354909,"CABLE BARRIER"
15354934,"MAILBOX"
15354956,"GUARD RAIL"
15354964,"GUARD RAIL DAMAGE"
15354975,"SPEED LIMIT SIGN"
15354975,"CACTUS"
15355003,"LANDSCAPED BUSHES AND PLANTS"
15355074,"20FT OF PROTECTIVE CABLE BARRIER"
15355093,"FOLIAGE/GUTTERS"
15355125,"HIGH GAME FENCE"
15355186,"DAMAGED FENCE"
15355186,"STOP SIGN"
15355286,"CONCRETE PILLAR"
15355296,"BARRIER"
15355385,"ROAD SIGN"
15355385,"JUNCTION BOX"
15355514,"STONE PILLAR AND 22 FT OF METAL FENCE"
15355519,"PLASTIC BARRICADE"
15355549,"STREET SIGN"
15355663,"LARGE LIGHT/UTILITY POLE"
15355723,"METAL GUARDRAIL"
15355756,"MAILBOX & BRICK / PIPE FENCE"
15355757,"ELECTRICAL METER BOX"
15355757,"STOP SIGN"
15355757,"POWER POLES (2) & POWER LINES"
15355757,"CABLE BOX"
15355757,"FENCE"
15355807,"ELECTRICITY POLE AND WIRES"
15355807,"ROOF ON REAR HOUSE"
15355807,"CONCRETE BARRIER"
15355820,"GUARD RAIL"
15355825,"GUARDRAIL"
15355846,"MAIL BOX"
15355848,"BARBED WIRE FENCE"
15355902,"TRAFFIC LIGHT POLE"
15355970,"CULVERT"
15356017,"TREE"
15356025,"APARTMENT BACK WALL"
15356025,"FENCE"
15356033,"CONSTRUCTION SIGN AND BARRELS"
15356051,"CHAIN LINK FENCE & BASKETBALL GOAL"
15356060,"HOUSE WALL"
15356060,"WALL"
15356089,"15 FEET OF ROCKWALL"
15356113,"STREET SIGN"
15356113,"BROKEN FENCE, MAIL BOX"
15356113,"MAIL BOX"
15356120,"CONCRETE BARRIER"
15356166,"ROCKWALL AND LIGHT FIXTURES"
15356240,"CONCRETE BARRIER"
15356259,"STOP SIGN DAMAGED"
15356281,"M.U.D DISTRICT SIGN"
15356290,"GUARD RAIL"
15356341,"CONCRETE BARRIER"
15356379,"IRON GATE"
15356530,"CHAIN LINK FENCE"
15356573,"STREET SIGN ""NO THRU TRUCKS, NO PARKING"""
15356578,"PIPE FENCE"
15356579,"LIGHT POLE/ UTILITY POLE"
15356590,"LANDSCAPING"
15356679,"GUARD RAIL"
15356786,"FENCE/WALL"
15356798,"STREET SIGN"
15356813,"ELECTRIC POLE"
15356813,"TRAFFIC SIGNAL"
15356830,"ELECTRIC POLE"
15356848,"GUARD RAIL"
15356877,"FENCE"
15356877,"STREET SIGN"
15356877,"FENCE"
15356908,"50 FT GUARDRAIL; 1 POST"
15356950,"HIGH TENSION CABLE"
15356984,"WHEELCHAIR RAMP"
15356984,"BARBED WIRE FENCE"
15356999,"BARBED WIRE FENCE/PIPE POLES"
15357009,"TREE"
15357011,"CONCRETE CULVERT"
15357015,"STREET SIGN"
15357021,"YIELD SIGN AND ONE WAY SIGN"
15357045,"MAILBOX"
15357078,"NONE"
15357088,"GUARDRAIL / CENTER CABLE DIVIDER"
15357089,"CROSS WALK SIGN"
15357145,"BARRICADE"
15357162,"FENCE"
15357264,"CABLE BARRIER"
15357304,"MAILBOX"
15357437,"TEMPORARY CONSTRUCTION SIGN"
15357579,"STREET SIGN/SPEED LIMIT 20MPH SCHOOL ZON"
15357629,"MAIL BOX"
15357629,"WIRE FENCE"
15357631,"2 SEA AND LAND CONTAINERS"
15357932,"STOP SIGN"
15358136,"METAL FENCE DAMAGED"
15358139,"FUEL PUMP"
15358145,"BRICK MAILBOX"
15358195,"LIGHT POLE"
15358226,"CRASH BARRELS"
15358233,"CONCRETE JERSEY BARRIER WALL"
15358270,"UTILITY POLE"
15358331,"HIGHWAY CABLES"
15358345,"WOODEN AND WIRE FENCE"
15358366,"STEEL BARRIER"
15358402,"SPEED LIMIT SIGN BENT"
15358402,"TELEPHONE POLE CHIPPED WOOD"
15358461,"WOOD POLE BARRIER"
15358669,"MIDDLE CONCRETE BARRIER"
15358709,"UTILITY POLE LGU 00523"
15358712,"BARBED WIRE FENCE"
15358797,"TREE"
15358809,"STREET LIGHT POLE 37214062980000"
15358834,"GAURDRAIL"
15358993,"CONCRETE CULVERT"
15358995,"FIRE HYDRANT"
15358995,"SHRUBS/FENCE"
15359010,"BRICK MAILBOX"
15359074,"BENT OIL FIELD EQUIPMENT"
15359102,"GUARDRAIL"
15359172,"BARB WIRE FENCE AND POSTS"
15359219,"GUARD RAIL ( 30 FT)"
15359238,"NEW ROAD DAMAGE TO REBARB"
15359264,"ROCK WALL"
15359279,"APPROXIMATELY 85 FT. OF GUARD RAIL"
15359311,"ROADWAY"
15359463,"TELEPHONE JUNCTION BOX"
15359463,"MAIL BOX"
15359506,"YELLOW ATTENUATOR"
15359514,"FENCE"
15359524,"DAMAGE TO BRICK WALL OF BUSINESS"
15359550,"FENCE DAMAGE"
15359557,"MAST ARM TRAFFIC SIGNAL POLE"
15359650,"MAIL BOX"
15359658,"LIGHT POLE"
15359691,"CR 680A SIGN"
15359703,"BARBED WIRE FENCE"
15359720,"BRICK MAIL BOX"
15359724,"CO RD 140 SIGN"
15359726,"ROCK WALL"
15359734,"UTILITY POST #2"
15359734,"UTILITY POST #1"
15359754,"GUARD RAIL"
15359894,"PALM TREE"
15360145,"FENCE"
15360280,"TREE"
15360280,"TRAFFIC SIGN (RH939)"
15360367,"CONCRETE JERSEY BARRIER"
15360376,"WATER FILLED BARRICADES"
15360431,"TRAFFIC BARRELS"
15360509,"CHAINLINK FENCE"
15360514,"(4) GAS LINE MARKER POLES"
15360514,"(1) ADVERTISEMENT SIGN"
15360522,"(2) WOODEN GUARS RAIL SUPPORTS"
15360628,"LIGHT POLE"
15360645,"POWER LINE POLE"
15360658,"DUMPSTER"
15360689,"WOOD POLES WITH CABLE"
15360882,"GAS METER"
15360925,"TELEPHONE POLE"
15360930,"STOP SIGN"
15361001,"GATE CONTROL"
15361001,"CHAINLINK FENCE"
15361001,"VENTURE VAULT"
15361068,"TREE IN CENTER MEDIAN"
15361068,"WOODEN FENCE"
15361122,"STREET SIGN KNOCKED DOWN"
15361144,"LANDSCAPING AND SIGN"
15361203,"CHAIN LINK FENCE"
15361365,"MAIL BOX & COLVERT"
15361365,"ROADWAY SIGN"
15361405,"1 CONCRETE POST : 3 METAL POLES & WIRE"
15361411,"SCUFFS AND SCRAPES TO WALL"
15361423,"BROKEN FENCE"
15361441,"BARB WIRE FENCE"
15361441,"TELEPHONE BOX"
15361524,"BARBED WIRE FENCE"
15361701,"TRAFFIC LIGHT POLE"
15361772,"BARB WIRE FENCE"
15361828,"20 FT OF FENCE"
15361848,"10 FT OF FENCE"
15361855,"CABLE BARRIER"
15361876,"SIGN"
15361895,"TELEPHONE POLE AND BOX....1800-545-6005"
15361907,"GUARD RAIL"
15361942,"MAILBOX"
15361942,"MAILBOX"
15361993,"LIGHT POLE, OUTSIDE SHOULDER"
15362017,"CONCRETE GUARDRAILS"
15362054,"CONCRETE BARRIER"
15362189,"MAILBOX"
15362222,"STAIRWELL TO RESIDENCE AT 1721 FLORIDA"
15362222,"STAIRWELL TO RESIDENCE AT 1721 FLORIDA"
15362222,"PORT ARTHUT TX 77640"
15362222,"PORT ARTHUT TX 77640"
15362243,"ROAD SIGN, BARRIERS, GUARD RAIL"
15362252,"STREET LIGHT POLE #  610465"
15362254,"SPEED LIMIT SIGN"
15362266,"STREET LIGHT POLE"
15362266,"SIGN (DO NOT ENTER)"
15362266,"SIGN (TURN LEFT)"
15362309,"RIGHT JERSEY BARRIER"
15362309,"LEFT JERSEY BARRIER"
15362319,"BRICK MAILBOX"
15362321,"LIGHT POLE KNOCKED OVER"
15362352,"GUARD RAIL"
15362384,"CEMENT COLUMN"
15362389,"2 COWS"
15362444,"PAINT TRANSFER ONTO WALL"
15362477,"CABLE BARRIER"
15362514,"MEDIAN BARRIER CABLE"
15362530,"LANDSCAPING GRASS"
15362530,"CONCRETE BARRIER"
15362553,"STREET SIGNS"
15362587,"FENCE"
15362587,"SHED"
15362588,"FENCE"
15362596,"AT&T BOX"
15362661,"FENCE OF PRIVATE PROPERTY OF RESIDENCE"
15362744,"CONCRETE BARRICADE"
15362783,"JERSEY BARRIER"
15362814,"CONTROL BOX"
15362959,"METRO BUS STOP SIGN"
15362959,"ROD IRON FENCE WITH MOTORIZED GATE"
15363030,"DAMAGED BARRELS/CONCRETE WALL"
15363034,"3 ROADWAY SIGNS"
15363045,"CITY OF HOUSTON RAIL GUARD"
15363105,"FIRE HYDRANT"
15363141,"CABLE BARRIER"
15363147,"FENCE"
15363163,"TOLLROAD CRASH BARRELS"
15363183,"WRONG WAY SIGN"
15363324,"CRASH CUSHIONS"
15363385,"ROCK WALL"
15363404,"ROCK LANDSCAPE/TREE"
15363424,"STRUCTURE DAMAGE (NORTH WALL)/AC UNIT"
15363424,"STOP SIGN"
15363435,"STOP SIGN"
15363463,"FENCE"
15363490,"GAME FENCE AT ENTRANCE TO PROPERTY"
15363515,"FENCE"
15363530,"CABLE BARRIER"
15363598,"METRO BUS STOP BENCH"
15363598,"MILDRID RICKARD LANDIS SCHOOL BRICK SIGN"
15363602,"FENCE, MAILBOX"
15363667,"FENCE DAMAGE"
15363668,"TWO FENCE LINES"
15363739,"METAL GATE AND AUTOMATIC CLOSURE"
15363752,"YIELD SIGN"
15363765,"MAILBOX"
15363803,"MAIL BOX"
15363817,"TREE"
15363852,"20 FEET OF GUARD RAIL DAMAGE"
15363868,"50FT CABLE  CENTER MEDIAN GUARD RAIL"
15363868,"CENTER MEDIAN LIGHT POST"
15363972,"BARBED WIRE FENCE"
15364036,"CONCRETE WALL"
15364073,"FRONT FENCE BRICK BROKEN"
15364095,"HISTORICAL LANDMARK SIGN"
15364095,"FENCE"
15364133,"CONCRETE BARRIOR"
15364143,"DAMAGED SPRINKLER SYSTEM"
15364143,"DAMAGED FOLIAGE"
15364161,"GUARD RAIL"
15364195,"HOUSE"
15364195,"TREE"
15364209,"TESLA CHARGING POST"
15364265,"100 FT CABLE BARRICADE"
15364296,"ROAD SIGN (EXIT SIGN 14 SIGN)"
15364300,"CHAIN LINK FENCE"
15364300,"MAILBOX"
15364300,"MAILBOX"
15364300,"MAILBOX"
15364304,"RAILING"
15364312,"JERSEY BARRIER"
15364390,"TRAILER"
15364453,"METAL STREET SIGN POLE"
15364565,"SIDE WALL"
15364580,"STREET LIGHT"
15364581,"TRAFFIC SIGNAL LIGHT POLE"
15364583,"YIELD SIGN"
15364583,"DO NOT ENTER SIGN"
15364586,"AWNING"
15364586,"CURB"
15364586,"STOP SIGN"
15364625,"TXDOT HIGHWAY SIGN"
15364731,"SCUFF MARKS TO CONCRETE BARRIER"
15364761,"BLUE TRASH DUMPSTER"
15364761,"LARGE TREE"
15364761,"2-POLES"
15364835,"STREET SIGN"
15364865,"ROAD SIGN"
15364928,"PASTURE GATE"
15364931,"BARBED WIRE FENCE"
15364947,"STREET SIGN"
15364996,"STOP SIGN & CREPEMYRTLE TREE"
15365019,"HOUSE SIDING PANELS"
15365191,"GUARD RAIL"
15365215,"FORD PICKUP VIN# 2FTRF17W04CA45184"
15365224,"GAURDRAIL"
15365260,"METAL GUARD RAIL"
15365289,"SIGN POST"
15365376,"FENCE"
15365411,"FENCE"
15365516,"COLLISION INTO HOUSE"
15365527,"TREE"
15365527,"ROUGH IRON FENCE"
15365564,"CABLE BARRIER"
15365614,"5 STRAND BARBED WIRE FENCE"
15365669,"DAMAGED MAILBOX"
15365669,"DAMAGED MAILBOX"
15365679,"FENCE"
15365710,"SIGN"
15365710,"STOP SIGN"
15365856,"CITY LIGHT POLE"
15365856,"TURN LANE SIGN"
15365900,"GUARDRAIL"
15365912,"DRAINAGE CULVERT"
15365924,"MAILBOX"
15366013,"GUARD RAIL"
15366014,"TWO POWER POLES"
15366014,"FARM EQUIPMENT"
15366014,"METAL FENCE AND GATE"
15366029,"DIRECTIONAL SIGN"
15366127,"COVERD PORCH, TRAILER, 2 IMPLEMENTS"
15366155,"DAMAGED LANDSCAPE"
15366301,"TEMP ATTENUATOR"
15366339,"BARB WIRE FENCE"
15366340,"ROAD BARRIER"
15366351,"UTILITY LIGHT POLE # 515896"
15366368,"FENCE"
15366370,"CONCRETE BARACADE"
15366372,"BARB WIRE FENCE"
15366385,"ATT BOX"
15366410,"FENCE"
15366453,"GUARD WIRE"
15366470,"GUARD RAIL"
15366500,"PARK BENCH"
15366500,"RAINBOW PARK SIGN"
15366560,"FENCE"
15366592,"ARROW SIGNS"
15366592,"SHRUBS"
15366602,"GAS PUMP AND BUILDING"
15366606,"CONCRETE WALL"
15366634,"CYCLONE FENCE"
15366753,"CRAPEMRYTLE TREE"
15366755,"BARBED WIRE FENCE"
15366797,"CHAIN LINK FENCE"
15366825,"LIGHT POLE"
15366904,"COUNTY RD SIGN"
15366905,"BARBED WIRE FENCE- 4 POSTS"
15366930,"TRAFFIC CONTROL SIGN"
15366937,"MAILBOX WITH  STUCCO FINISH"
15366977,"BARBED WIRE FENCE"
15367015,"UTILITY POLE"
15367077,"DAMAGED FENCE"
15367138,"WOOD FENCE / MAILBOX"
15367138,"UTILITY POLE"
15367154,"LIGHT POLE"
15367174,"CABLE BARRIER"
15367227,"WROUGHT IRON FENCE"
15367227,"LIGHT POLE"
15367227,"STREET SIGN (30 MPH)"
15367227,"FIRE HYDRANT"
15367227,"CURB"
15367365,"CHAINLINK FENCE, TREE IN YARD"
15367561,"CONCRETE BARRIER"
15367572,"CONCRETE BARRIER"
15367585,"WARNING SIGN"
15367646,"STREET SIGN"
15367646,"BARBED WIRE FENCE"
15367695,"IRON FENCE"
15367701,"MAILBOX"
15367715,"YELLOW WARNING SIGN"
15367719,"DAMAGED MAILBOX"
15367731,"GUARD RAIL"
15367779,"REAR WOOD FENCE AND WOOD STORAGE SHED"
15367781,"WELDED WIRE FENCE"
15367781,"TRAFFIC CONTROL SIGNAL SIGN"
15367870,"HORSE HIT ON ROADWAY"
15367878,"TREE"
15367920,"WATER PIPE"
15367944,"40 FEET GOAT/SHEEP WIRE, PECAN TREE"
15367944,"5 T-POSTS, 3 CATTLE PANELS"
15367952,"60 FT BARBED WIRE FENCE AND T POSTS"
15367956,"STONE WALL"
15367957,"FENCE"
15368179,"7TH ST SIDE CEMETARY FENCE"
15368184,"GUARD RAIL"
15368206,"WOODEN PRIVACY FENCE"
15368206,"WOODEN PRIVACY FENCE"
15368206,"HOUSE"
15368206,"TELEPHONE LINE BOX"
15368251,"JERSEY BARRIER"
15368267,"CHAIN LINK FENCE"
15368272,"MAILBOX"
15368272,"FENCE"
15368273,"BARBED WIRE FENCE"
15368279,"FENCE"
15368279,"WATCH FOR CHILDREN  / SPEED LIMIT SIGNS"
15368323,"UTILITY/SIGN POLE"
15368323,"WOODEN PORCH COLUMN"
15368432,"SCUFFS/SCRAPES INSIDE & OUTSIDE WALLS"
15368434,"STREET SIGN"
15368434,"IRON FENCE"
15368443,"GATE/WALL"
15368452,"FENCE"
15368527,"CHAIN LINK FENCE"
15368563,"MAILBOX"
15368600,"PIPE AND CABLE  FENCING"
15368605,"LIGHT POLE"
15368709,"MINOR DAMAGE ON GUARDRAIL"
15368718,"EXTERIOR WALL/HOME"
15368720,"GUARDRAIL DAMAGE"
15368732,"BUSH"
15368741,"JERSEY BARRIER"
15368750,"SIDE OF BUILDING"
15368764,"LANDSCAPING"
15368844,"IRON FENCE"
15368878,"MAIL BOX"
15368993,"CITY OF HOUSTON GUARD RAIL"
15369026,"DAMAGED TREE  AND LANDSCAPING"
15369026,"DAMAGED UTILITY POLE"
15369052,"45 MPH SPEED LIMIT SIGN"
15369052,"JAMBO'S RESTAURANT SIGN"
15369088,"RAN OVER COUNTY ROAD SIGN"
15369223,"FRONT OF BRICK BUILDING DAMGED"
15369267,"ELECTRIC METER SERVICE PEDI STOOL"
15369278,"CULVERT"
15369278,"FENCE"
15369323,"BRIDGE GUARDS"
15369323,"UTILITY POLE"
15369333,"LIGHT POLE"
15369382,"GAS METER"
15369382,"MAILBOX"
15369389,"CULVERT DAMAGE"
15369408,"ROD IRON FENCE"
15369491,"UTILITY POLE"
15369491,"3 CONCRETE CULVERTS"
15369529,"FT SECTION OF FENCE (WOODEN PLANKS)"
15369558,"FENCE"
15369570,"BARRIER"
15369594,"CULVERT"
15369745,"2 TREES"
15369745,"CONCRETE BARRIER"
15369820,"FENCE"
15370025,"GUIDE WIRE SUPPORT POST"
15370104,"1 FENCE POST"
15370106,"BARBWIRE FENCE"
15370129,"FENCE AND ENTRANCE"
15370146,"BARBED WIRE FENCE & STEEL PIPE FENCE"
15370172,"CURB DAMAGE"
15370296,"GUIDE WIRE"
15370376,"GUARD RAIL"
15370400,"MAILBOX"
15370400,"MAILBOX"
15370419,"MAILBOX"
15370468,"DIRECTIONAL SIGN"
15370475,"TELEPHONE UTILITY BOX"
15370479,"GUARD RAIL"
15370492,"TELEPHONE POLE"
15370536,"SECURITY FENCE"
15370542,"SPEED LIMIT SIGN"
15370542,"TELEPHONE POLE"
15370542,"FENCE AND GATE"
15370546,"SCHOOL CROSSING SIGN"
15370584,"ELECTRIC POLE AND WIRES"
15370584,"BARB WIRE FENCE AND POLES"
15370592,"LIGHT POLE"
15370601,"STOP SIGN"
15370692,"BROKEN WOODEN FENCE"
15370786,"WOODEN POWER POLE"
15370810,"STOP SIGN"
15370810,"TREE"
15370938,"YARD AND TREE"
15370938,"LIGHT POLE  ( #462811)"
15370954,"MAILBOX"
15371074,"CABLE BARRIER"
15371102,"METAL GUARD RAIL"
15371119,"CHAINED LINKED FENCE"
15371127,"CATTLE FENCE"
15371181,"DAMAGED RETAINING WIRE"
15371235,"LIGHT POLE $10,000 DAMAGE"
15371249,"CROSS WALK SIGNAL"
15371271,"CURB"
15371285,"TRAFFIC BARRELS, TRAFFIC SIGN"
15371298,"FENCE"
15371422,"HIGHWAY FLEXIBLE DELINEATOR POST"
15371424,"CEMENT BARRIER, ROADWAY"
15371425,"BARBED WIRE STOCK FENCE"
15371464,"50 YARDS OF GUARDRAIL"
15371477,"LIGHT POST"
15371481,"50 FT OF FENCE"
15371481,"TWO CAUTION TURN SIGNS"
15371489,"CHAIN LINK FENCE"
15371609,"DESTROYED ST SIGN"
15371623,"SIDE PILAR"
15371653,"UTILITY POLE"
15371695,"SPEED LIMIT SIGN"
15371748,"METAL PIPE FENCE"
15371748,"STOP SIGN"
15371826,"GAURD RAIL"
15371861,"3 RAIL SIGNS"
15371893,"1-TEE POST, 60' BARBWIRE"
15371992,"GRASS"
15372041,"GUARDRAIL"
15372044,"GUARD RAIL DAMAGE"
15372054,"CONCRETE BARRIER"
15372126,"GUARD RAIL"
15372218,"DAMAGED FENCE"
15372226,"LIGHT POLE"
15372277,"SCRAPED/CHIPPED WOODEN POLE"
15372320,"COUNTY ROAD 2290 SIGN"
15372378,"GUARDRAIL"
15372444,"FENCE"
15372444,"FIRE HYDRANT"
15372540,"UTILITY POLE"
15372540,"BRICK & IRON FENCE"
15372562,"FENCE ROW"
15372567,"GUARD RAIL"
15372589,"HIGHWAY MARKER SIGN"
15372600,"ROAD SIGNS"
15372667,"GUARD RAIL"
15372727,"BARBWIRE FENCE"
15372731,"SCUFFS TO INSIDE JERESEY BARRIER WALL"
15372752,"PEDESTRIAN SIGNAL HEAD AND POLE"
15372784,"STOP SIGN"
15373008,"CRASH BARRELS"
15373048,"LIGHT POLE BASE"
15373049,"CENTERPOINT LIGHT POLE # A2307737"
15373116,"PIPE FENCE"
15373118,"FENCE"
15373118,"SPEED SIGN"
15373298,"MERCURY CUSTOM HOME"
15373317,"MAILBOX"
15373317,"TREE"
15373392,"BUS STOP SIGN WITH CONCRETE"
15373466,"BARBED WIRE FENCE"
15373524,"FENCE"
15373560,"LIGHT POLE"
15373694,"TELEPHONE POLE"
15373694,"STOP SIGN, BUS SIGN"
15373712,"30' FENCE"
15373800,"GUARDRAIL EXTRUDER TERMINAL"
15373996,"DENT LIGHT POLE"
15373997,"BACK FLOW"
15374035,"LIGHT POLE"
15374045,"REFLECTOR POLES"
15374055,"GUARDRAIL / WALL"
15374084,"CONCRETE BARRIER"
15374183,"HURRICANE FENCE"
15374183,"STOP SIGN"
15374226,"BRICK FENCE WITH METAL RAILING"
15374320,"LIGHT POLE"
15374380,"CURB DAMAGE"
15374439,"GUARD RAIL DAMAGE / DILINEATOR ON BRIDGE"
15374475,"PIPE FENCE"
15374475,"CATTLE FENCE"
15374523,"DAMAGE TO A HABITATION"
15374523,"DAMAGED STOP SIGN"
15374523,"DAMAGED POWER LINE POST"
15374533,"ROAD SIGN"
15374535,"CONCRETE CULVERT"
15374646,"DITCH"
15374669,"FENCE"
15374729,"APARTMENT FENCE"
15374795,"PEDESTRIAN PUSH BUTTON POST"
15374831,"FENCING & LIGHT POLE"
15374869,"DAMAGED FENCE"
15374877,"BARBED WIRE FENCE"
15374953,"PERIMETER FENCE"
15374957,"BARBED WIRE FENCE"
15374997,"WRONG WAY SIGN"
15375017,"SCUFFS TO INSIDE/OUTSIDE JERSEY BARRIER"
15375096,"GUARD RAIL"
15375107,"2005 FORD EXPLORER SPORT TRAC"
15375135,"GRAVE HEADSTONES"
15375135,"CHAIN LINK FENCE"
15375207,"GUARDRAIL"
15375230,"50' OF WIRE FENCE AND POSTS"
15375232,"40 FT WOODEN FENCE"
15375232,"30 FT WOODEN FENCE"
15375247,"BUILDING WALL"
15375279,"LANDSCAPING"
15375378,"CORNER SECTION OF METAL FENCE"
15375457,"VEHICLE STRUCK GUARD RAIL"
15375497,"BARBED WIRE FENCE"
15375678,"TELEPHONE POLE"
15375684,"FIRE HYDRANT"
15375727,"STOP SIGN"
15375767,"FENCE"
15375816,"MAIL BOX"
15375911,"METRO BUS SIGN"
15375921,"TURN SIGNS"
15375998,"MAIL BOX #6101"
15375998,"MAIL BOX #6141"
15376011,"CONCRETE JERSEY BARRIER"
15376045,"CHAIN LINK FENCE"
15376045,"CHAIN LINK FENCE"
15376150,"FENCING AND POSTS"
15376176,"CHAIN LINK FENCE"
15376200,"SLOW CHILDREN AT PLAY SIGN"
15376200,"UNDERGROUND TELEPHONE CABLE BOX"
15376222,"ONE METAL CABLE POST"
15376234,"PIPE FENCE"
15376239,"GUARD RAIL, SCUFFS AND SCRAPES TO WALL"
15376244,"LEFT CEMENT BARRIER"
15376261,"LEFT & RIGHT CEMENT BARRIERS"
15376293,"RESIDENCE AND PLANT HIT"
15376323,"TRAFFIC CONTROL LIGHT POLE"
15376334,"TRAFFIC CONTROL LIGHT POLE"
15376374,"LIGHT POLE"
15376374,"WOODEN FENCE"
15376374,"ELECTRICAL SIGN"
15376393,"CONCRETE WALL"
15376667,"CONCRETE CURB"
15376673,"STREET SIGN"
15376673,"PIPE FENCE"
15376692,"BARBED WIRE FENCE"
15376709,"DENTED LIGHT POLE"
15376725,"METAL GATE"
15376763,"DAMAGE TO FRONT ENTRANCE GATE"
15376894,"FRONTAGE ROAD SIGN"
15376894,"STREET LIGHT POLE"
15376938,"YELLOW GUARD POLE"
15376986,"OUSTSIDE WALL"
15377025,"CHAIN LINK FENCE"
15377042,"FARM WATER PUMP"
15377045,"TREE AND YARD"
15377045,"ELECTRIC METER IN FRONT OF 5997 WOODWAY"
15377121,"JERSEY BARRIER SCUFF"
15377137,"BARBED WIRE FENCE"
15377157,"SOUTH BRICK WALL OF BUILDING #4"
15377232,"COMPOSITE FENCE"
15377270,"CEMENT BASE OF TRAFFIC LIGHT"
15377409,"GUARD RAIL"
15377428,"PEDESTRIAN SIGNAL POST"
15377465,"GUARDRAIL METAL & WOOD POST"
15377474,"CRASHED INTO HOUSE"
15377474,"CRASHED INTO FENCE"
15377497,"BUSHES BROKEN AND UPROOTED"
15377497,"SPRINKLER HEAD DAMAGED"
15377723,"FRONT TREE HIT BY VEHICLE"
15377781,"CAR DROVE THROUGH HOUSE"
15377899,"TELEPHONE POLE"
15377921,"T CROSSING SIGN"
15377939,"METAL FENCE"
15377945,"MAILBOX"
15377945,"MAILBOX"
15378038,"ELECTRIC POLE"
15378041,"ELECTRIC POLE"
15378041,"STOP SIGN"
15378041,"WATER MAIN"
15378065,"3 METAL HIGH TENSION LINE POSTS"
15378066,"STREET LIGHT"
15378093,"ELECTRIC POLE"
15378116,"CABLE BARRIER"
15378135,"MILE MARKER SIGN"
15378136,"FENCE"
15378147,"FENCE"
15378153,"STOP SIGN/ STREET SIGN"
15378197,"FENCE AND POSTS"
15378210,"LANDSCAPING"
15378217,"HOUSE STRUCK"
15378263,"PIPE FENCE"
15378393,"CHAIN LINK"
15378404,"LIGHT POLE"
15378404,"LIGHTPOLE"
15378411,"PRIVATE SIGN/POLE"
15378414,"BLACK YEARLING CALF"
15378421,"GUARD RAIL"
15378452,"CONCRETE BARRIER"
15378453,"BARBED WIRE FENCE"
15378482,"PERIMETER FENCE"
15378482,"FENCE"
15378686,"CHAIN LINK FENCE"
15378686,"ROD IRON FENCE"
15378719,"METAL DRAINAGE CULVERT"
15378774,"MAIL BOX"
15378780,"UTILITY POLE"
15378780,"CHAIN-LINK FENCE"
15378808,"METAL GATE"
15378879,"20' OF GAURDRAIL DESTROYED"
15378915,"DELINEATOR POLE"
15378915,"JERSEY BARRIER"
15378952,"WIRE FENCE AND POSTS"
15378967,"CABLE BARRIER"
15379034,"ROADWAY"
15379036,"BENT GAS METER"
15379036,"BROKEN MAILBOX"
15379037,"WOODEN UTILITY POLE"
15379102,"MULTIPLE YARD ORNAMENTS"
15379231,"FIRE HYDRANT"
15379241,"LIGHT POLE"
15379298,"15FT OF CHAIN LINK FENCE"
15379304,"WOODEN FENCE"
15379326,"FENCE"
15379326,"ROCK/SHRUB"
15379387,"LIGHT POLE"
15379419,"WOODEN SIGN"
